P,Sex,Age,Bigram_Frequency,Conc_initial,Conc_trailing,Freq_initial,Freq_trailing,Group,Initial,LR_Diversity,Letters_initial,Letters_ttrailing,POS_initial,POS_trailing,Phonemes_initial,Phonemes_trailing,Syll_initial,Syll_trailing,Trailing,W_NW,accuracy,correct,correct_response,response_time
1,1,30,71,3.93,4.81,1.43,77.92,5,carat,1,5,4,Noun,Noun,5,4,2,1,gold,w,81.81818182,1,[word_response],435
1,1,30,,,,,,0,from,0,4,4,,,,,,,godl,nw,81.89655172,1,[nonword_response],628
1,1,30,,,,,,0,musket,0,6,4,,,,,,,leis,nw,81.97424893,1,[nonword_response],718
1,1,30,,,,,,0,crusty,0,6,4,,,,,,,haed,nw,81.62393162,0,[nonword_response],548
1,1,30,107,4.52,2.08,137.32,77.63,4,heart,120,5,7,Noun,Noun,4,5,1,2,failure,w,81.70212766,1,[word_response],512
1,1,30,,,,,,0,zoolatry,0,8,8,,,,,,,buisness,nw,81.3559322,0,[nonword_response],623
1,1,30,47,2.07,3.66,182.49,63.25,4,common,269,6,6,Adjective,Noun,5,6,2,2,object,w,81.43459916,1,[word_response],507
1,1,30,0,,3.9,,131.15,6,martlet,0,7,5,Noun,Noun,,,2,1,press,w,81.51260504,1,[word_response],634
1,1,30,0,,3.89,,11.71,6,omophagy,0,8,4,Verb,Noun,,,4,1,sigh,w,81.58995816,1,[word_response],1075
1,1,30,,,,,,0,carat,0,5,5,,,,,,,gruop,nw,81.66666667,1,[nonword_response],523
1,1,30,,,,,,0,labarum,0,7,4,,,,,,,arae,nw,81.74273859,1,[nonword_response],599
1,1,30,,,,,,0,thurifer,0,8,4,,,,,,,blie,nw,81.81818182,1,[nonword_response],707
1,1,30,33,3.12,4.89,0.92,43.37,5,runny,1,5,4,Adjective,Noun,4,3,2,1,nose,w,81.89300412,1,[word_response],393
1,1,30,0,4.77,4.4,0.72,6.06,6,crotch,0,6,6,Noun,Noun,,,1,2,sewing,w,81.96721311,1,[word_response],765
1,1,30,,,,,,0,martlet,0,7,5,,,,,,,perss,nw,82.04081633,1,[nonword_response],640
1,1,30,37,4.14,4.92,1.46,37.7,5,crusty,1,6,5,Adjective,Noun,6,4,2,1,bread,w,82.11382114,1,[word_response],683
1,1,30,,,,,,0,ratite,0,6,5,,,,,,,cirsp,nw,82.18623482,1,[nonword_response],530
1,1,30,350,1.34,1.78,1683.92,87.6,4,could,790,5,6,Verb,Verb,3,5,1,2,happen,w,82.25806452,1,[word_response],434
1,1,30,,,,,,0,heart,0,5,6,,,,,,,behnid,nw,81.92771084,0,[nonword_response],515
1,1,30,146,1.43,3.38,1230.87,107,4,very,987,4,4,Adverb,Adjective,4,3,2,1,deep,w,82,1,[word_response],514
1,1,30,190,1.52,3.67,1295.5,143.09,4,just,895,4,6,Adverb,Adverb,4,5,1,2,inside,w,82.07171315,1,[word_response],594
1,1,30,10,2.7,3.27,0.52,129.39,5,cadence,1,7,6,Noun,Noun,6,5,2,2,design,w,82.14285714,1,[word_response],478
1,1,30,,,,,,0,lagging,0,7,5,,,,,,,yrads,nw,82.21343874,1,[nonword_response],509
1,1,30,,,,,,0,must,0,4,6,,,,,,,efefct,nw,82.28346457,1,[nonword_response],634
1,1,30,32,3.85,4.77,0.68,40.96,5,sinker,1,6,5,Noun,Noun,5,4,2,1,plate,w,81.96078431,0,[word_response],453
1,1,30,,,,,,0,cadence,0,7,5,,,,,,,nihgt,nw,82.03125,1,[nonword_response],662
1,1,30,84,4.88,4.44,1.65,55.18,5,sickle,1,6,4,Noun,Noun,5,3,2,1,cell,w,82.10116732,1,[word_response],430
1,1,30,,,,,,0,croquet,0,7,3,,,,,,,pbu,nw,82.17054264,1,[nonword_response],561
1,1,30,,,,,,0,living,0,6,4,,,,,,,clel,nw,82.23938224,1,[nonword_response],541
1,1,30,,,,,,0,sinker,0,6,4,,,,,,,haet,nw,82.30769231,1,[nonword_response],426
1,1,30,,,,,,0,panurgic,0,8,4,,,,,,,satb,nw,82.37547893,1,[nonword_response],461
1,1,30,,,,,,0,jumentous,0,9,4,,,,,,,tiol,nw,82.44274809,1,[nonword_response],487
1,1,30,,,,,,0,wanker,0,6,4,,,,,,,aawy,nw,82.5095057,1,[nonword_response],485
1,1,30,,,,,,0,hallowed,0,8,4,,,,,,,agll,nw,82.57575758,1,[nonword_response],454
1,1,30,,,,,,0,screwy,0,6,4,,,,,,,kist,nw,82.64150943,1,[nonword_response],536
1,1,30,10,3.69,1.8,1.09,233.61,5,marbled,1,7,6,Adjective,Noun,7,5,2,2,effect,w,82.70676692,1,[word_response],469
1,1,30,11,4.67,4.68,0.6,141.04,5,musket,1,6,4,Noun,Noun,6,3,2,2,fire,w,82.77153558,1,[word_response],407
1,1,30,0,,4.89,,4.06,6,nacarat,0,7,5,Adjective,Noun,,,3,1,salts,w,82.8358209,1,[word_response],393
1,1,30,50,3,1.89,117.84,114.94,4,spent,100,5,6,Verb,Adverb,5,5,1,2,nearly,w,82.52788104,0,[word_response],526
1,1,30,0,3.08,2.23,0.96,387.47,6,wanker,0,6,4,Noun,Adverb,,3,2,2,away,w,82.59259259,1,[word_response],459
1,1,30,37,3.03,3,269.92,95.18,4,research,284,8,8,Noun,Noun,5,6,2,2,campaign,w,82.65682657,1,[word_response],524
1,1,30,0,1.83,4.47,0.06,4.31,6,screwy,0,6,4,Adjective,Noun,,,2,1,kits,w,82.35294118,0,[word_response],874
1,1,30,,,,,,0,solander,0,8,4,,,,,,,darw,nw,82.41758242,1,[nonword_response],683
1,1,30,,,,,,0,about,0,5,4,,,,,,,nsoe,nw,82.48175182,1,[nonword_response],546
1,1,30,151,2.64,2.24,2545.66,52.18,4,will,1128,4,4,Verb,Verb,3,3,1,1,gain,w,82.54545455,1,[word_response],480
1,1,30,,,,,,0,spent,0,5,5,,,,,,,godos,nw,82.60869565,1,[nonword_response],605
2,1,50,,,,,,0,bloody,0,6,4,,,,,,,hlel,nw,42.85714286,1,[nonword_response],620
2,1,50,,,,,,0,before,0,6,6,,,,,,,grwoth,nw,50,1,[nonword_response],102
2,1,50,,,,,,0,vexes,0,5,8,,,,,,,lanugage,nw,55.55555556,1,[nonword_response],373
2,1,50,5568,2.04,4.72,1421.4,353.52,1,other,1749,5,4,Adjective,Noun,3,4,2,1,hand,w,60,1,[word_response],427
2,1,50,,,,,,0,markup,0,6,4,,,,,,,wrie,nw,63.63636364,1,[nonword_response],957
2,1,50,0,2,4.75,0.05,196.14,3,vexes,0,5,6,Verb,Noun,,5,2,1,street,w,66.66666667,1,[word_response],970
2,1,50,0,4.36,2.53,0.07,489.23,3,gunboat,0,7,5,Noun,Verb,,4,2,1,found,w,69.23076923,1,[word_response],983
2,1,50,,,,,,0,geese,0,5,5,,,,,,,stlye,nw,64.28571429,0,[nonword_response],721
2,1,50,10,2.22,2.31,9.91,57.8,2,enforced,11,8,7,Verb,Noun,7,6,2,2,absence,w,66.66666667,1,[word_response],743
2,1,50,1872,3.6,2.69,47.98,117.75,1,armed,40,5,6,Adjective,Noun,4,6,1,2,forces,w,62.5,0,[word_response],12
2,1,50,,,,,,0,last,0,4,5,,,,,,,nihgt,nw,58.82352941,0,[nonword_response],173
2,1,50,,,,,,0,second,0,6,4,,,,,,,hlaf,nw,61.11111111,1,[nonword_response],777
2,1,50,10,3.93,3.33,432.84,257.48,2,case,237,4,5,Noun,Preposition,3,4,1,2,above,w,63.15789474,1,[word_response],781
2,1,50,,,,,,0,cycle,0,5,4,,,,,,,fnud,nw,65,1,[nonword_response],721
2,1,50,,,,,,0,really,0,6,4,,,,,,,rian,nw,61.9047619,0,[nonword_response],6
2,1,50,,,,,,0,date,0,4,5,,,,,,,awrad,nw,59.09090909,0,[nonword_response],24
2,1,50,10,3.04,2.71,463.63,109.4,2,local,568,5,6,Adjective,Noun,5,5,2,2,access,w,60.86956522,1,[word_response],842
2,1,50,10,1.96,2.22,882.75,68.51,2,before,517,6,6,Conjunction,Adjective,5,5,2,2,actual,w,62.5,1,[word_response],75
2,1,50,,,,,,0,inner,0,5,4,,,,,,,ctiy,nw,64,1,[nonword_response],745
2,1,50,512,3.15,4.3,76.29,93.39,1,daily,74,5,4,Adjective,Noun,4,4,2,1,post,w,65.38461538,1,[word_response],126
2,1,50,573,4.48,3.72,85.88,52.44,1,cash,134,4,4,Noun,Noun,3,3,1,1,flow,w,66.66666667,1,[word_response],715
2,1,50,,,,,,0,hoax,0,4,5,,,,,,,laeyr,nw,67.85714286,1,[nonword_response],51
2,1,50,,,,,,0,trillion,0,8,7,,,,,,,accuont,nw,65.51724138,0,[nonword_response],740
2,1,50,0,,1.93,16.47,146.92,3,winds,27,5,6,Verb,Verb,,5,1,2,agreed,w,66.66666667,1,[word_response],969
2,1,50,,,,,,0,oaken,0,5,4,,,,,,,fiar,nw,64.51612903,0,[nonword_response],759
2,1,50,,,,,,0,rethinks,0,8,6,,,,,,,acecpt,nw,62.5,0,[nonword_response],2973
2,1,50,0,1.64,4.56,52.8,1.41,3,faith,49,5,4,Noun,Noun,,,1,1,rink,w,63.63636364,1,[word_response],825
2,1,50,,,,,,0,building,0,8,5,,,,,,,abvoe,nw,64.70588235,1,[nonword_response],749
2,1,50,,,,,,0,rustic,0,6,5,,,,,,,thnig,nw,65.71428571,1,[nonword_response],689
2,1,50,10,2.37,3.32,896.6,72.9,2,many,975,4,6,Determiner,Adjective,4,5,2,2,active,w,66.66666667,1,[word_response],697
2,1,50,,,,,,0,make,0,4,4,,,,,,,srue,nw,67.56756757,1,[nonword_response],768
2,1,50,,,,,,0,award,0,5,5,,,,,,,tilte,nw,68.42105263,1,[nonword_response],772
2,1,50,,,,,,0,enforced,0,8,4,,,,,,,fvie,nw,66.66666667,0,[nonword_response],1271
2,1,50,,,,,,0,other,0,5,4,,,,,,,hnad,nw,67.5,1,[nonword_response],1511
2,1,50,508,2.71,4.9,73.75,57.39,1,credit,109,6,4,Noun,Noun,6,4,2,1,card,w,68.29268293,1,[word_response],702
2,1,50,12,2.67,4,1.59,194.84,2,hoax,2,4,4,Noun,Verb,4,3,1,1,call,w,69.04761905,1,[word_response],598
2,1,50,0,,3.08,0.14,199.81,3,stippled ,0,9,5,Verb,Noun,,4,2,1,trade,w,69.76744186,1,[word_response],593
2,1,50,,,,,,0,puck,0,4,5,,,,,,,tiems,nw,70.45454545,1,[nonword_response],700
2,1,50,0,,3.3,0.06,493.85,3,abase,0,5,6,Verb,Noun,,5,2,2,number,w,71.11111111,1,[word_response],549
2,1,50,10,1.44,2.38,480.9,304.1,2,really,505,6,4,Adverb,Adjective,4,4,2,2,able,w,71.73913043,1,[word_response],433
2,1,50,10,2.7,2.67,2.43,107.25,2,rustic,1,6,5,Adjective,Noun,6,4,2,1,style,w,72.34042553,1,[word_response],595
2,1,50,535,4.08,2.41,72.32,53.15,1,bloody,75,6,4,Adjective,Noun,5,3,2,1,hell,w,72.91666667,1,[word_response],607
2,1,50,,,,,,0,always,0,6,6,,,,,,,steret,nw,71.42857143,0,[nonword_response],535
2,1,50,,,,,,0,armed,0,5,6,,,,,,,focres,nw,72,1,[nonword_response],1398
2,1,50,10,1.71,3.03,462.28,98.07,2,always,567,6,6,Adverb,Verb,5,6,2,2,accept,w,72.54901961,1,[word_response],785
2,1,50,0,4.64,4.8,190.4,189.92,3,building,177,8,4,Noun,Noun,6,3,2,1,food,w,73.07692308,1,[word_response],549
2,1,50,0,,1.76,3.98,4,3,geese,4,5,4,Noun,Noun,,,1,1,wits,w,71.69811321,0,[word_response],643
2,1,50,466,3.43,3.37,46.52,98.77,1,index,52,5,6,Noun,Verb,6,5,2,1,closed,w,72.22222222,1,[word_response],909
2,1,50,,,,,,0,daily,0,5,4,,,,,,,psot,nw,72.72727273,1,[nonword_response],653
2,1,50,,,,,,0,interest,0,8,4,,,,,,,aicd,nw,73.21428571,1,[nonword_response],1703
2,1,50,,,,,,0,slug,0,4,6,,,,,,,acecss,nw,71.92982456,0,[nonword_response],2065
2,1,50,0,2.72,3.68,1.22,0.77,3,trillion,0,8,5,Noun,Verb,,,2,1,droop,w,72.4137931,1,[word_response],1202
2,1,50,,,,,,0,credit,0,6,4,,,,,,,crad,nw,72.88135593,1,[nonword_response],1413
2,1,50,,,,,,0,stippled ,0,9,4,,,,,,,fcae,nw,73.33333333,1,[nonword_response],880
2,1,50,10,1.8,3.08,276.11,158.91,2,interest,149,8,7,Noun,Noun,7,5,3,2,account,w,73.7704918,1,[word_response],784
2,1,50,,,,,,0,shot,0,4,4,,,,,,,daed,nw,74.19354839,1,[nonword_response],836
2,1,50,,,,,,0,slush,0,5,8,,,,,,,pratcice,nw,73.01587302,0,[nonword_response],3000
2,1,50,11,4.5,2.39,0.6,92.1,2,puck,1,4,4,Noun,Adjective,3,3,1,1,fair,w,73.4375,1,[word_response],1298
2,1,50,,,,,,0,winds,0,5,6,,,,,,,acitve,nw,72.30769231,0,[nonword_response],2240
2,1,50,0,3.64,2.35,32.48,187.78,3,cycle,44,5,8,Verb,Noun,,7,2,2,language,w,72.72727273,1,[word_response],1051
2,1,50,1815,4.14,3.32,151.14,97.9,1,award,50,5,5,Noun,Noun,5,5,2,2,title,w,73.13432836,1,[word_response],1010
2,1,50,,,,,,0,wide,0,4,5,,,,,,,ragne,nw,73.52941176,1,[nonword_response],2430
2,1,50,,,,,,0,time,0,4,4,,,,,,,amry,nw,73.91304348,1,[nonword_response],2111
2,1,50,,,,,,0,gunboat,0,7,7,,,,,,,absnece,nw,74.28571429,1,[nonword_response],1776
2,1,50,0,2.94,3.61,172.76,186.52,3,systems,154,7,5,Noun,Adjective,,,2,1,short,w,74.64788732,1,[word_response],1050
2,1,50,1769,3.3,3.27,414.54,297.82,1,second,498,6,4,Noun,Determiner,6,3,2,1,half,w,75,1,[word_response],693
2,1,50,,,,,,0,systems,0,7,6,,,,,,,acutal,nw,73.97260274,0,[nonword_response],1371
2,1,50,,,,,,0,craggy,0,6,5,,,,,,,watse,nw,74.32432432,1,[nonword_response],1416
2,1,50,10,3.13,4.87,1.21,349.78,2,craggy,1,6,4,Adjective,Noun,5,3,2,1,face,w,74.66666667,1,[word_response],642
2,1,50,,,,,,0,local,0,5,8,,,,,,,chidlren,nw,75,1,[nonword_response],2109
2,1,50,551,4.44,4.07,81.97,124.94,1,shot,74,4,4,Noun,Adjective,3,3,1,1,dead,w,75.32467532,1,[word_response],955
2,1,50,0,2.17,4.22,0.05,0.75,3,rethinks,0,8,5,Verb,Adjective,,,2,2,scaly,w,75.64102564,1,[word_response],1463
2,1,50,2745,3.06,3.22,121.31,204.27,1,wide,115,4,5,Adjective,Noun,3,4,1,1,range,w,75.94936709,1,[word_response],1133
2,1,50,10,2.7,2.35,0.22,187.78,2,markup,1,6,8,Noun,Noun,6,7,2,2,language,w,76.25,1,[word_response],723
2,1,50,4530,2.67,1.73,794.81,245.95,1,make,376,4,4,Verb,Adjective,3,3,1,1,sure,w,76.54320988,1,[word_response],714
2,1,50,,,,,,0,faith,0,5,6,,,,,,,acorss,nw,76.82926829,1,[nonword_response],1007
2,1,50,10,4.04,3.18,0.82,64.07,2,slush,1,5,4,Noun,Noun,4,4,1,1,fund,w,77.10843373,1,[word_response],668
2,1,50,,,,,,0,index,0,5,6,,,,,,,clsoed,nw,77.38095238,1,[nonword_response],1141
2,1,50,0,2.83,2.41,5.09,114.69,3,briskly,8,7,5,Adjective,Verb,,3,2,2,allow,w,77.64705882,1,[word_response],764
2,1,50,,,,,,0,case,0,4,5,,,,,,,unoin,nw,77.90697674,1,[nonword_response],943
2,1,50,0,4.64,,2.13,0.89,3,slug,3,4,4,Noun,Verb,,,1,1,gags,w,78.16091954,1,[word_response],894
2,1,50,10,3.07,3.07,1549.81,252.03,2,time,569,4,6,Noun,Preposition,3,5,1,2,across,w,78.40909091,1,[word_response],1373
2,1,50,8465,3.04,4.52,721.82,365.29,1,last,473,4,5,Number,Noun,4,3,1,1,night,w,78.65168539,1,[word_response],839
2,1,50,,,,,,0,cash,0,4,4,,,,,,,folw,nw,78.88888889,1,[nonword_response],762
2,1,50,599,2.86,4.79,44.9,232.47,1,inner,65,5,4,Adjective,Noun,3,4,2,2,city,w,79.12087912,1,[word_response],736
2,1,50,3624,3.9,4.14,162.55,151.14,1,date,92,4,5,Noun,Noun,3,5,1,2,award,w,79.34782609,1,[word_response],838
2,1,50,0,3.54,1.68,0.19,198.34,3,oaken,0,5,5,Adjective,Determiner,,3,2,1,whose,w,79.56989247,1,[word_response],1033
2,1,50,,,,,,0,many,0,4,4,,,,,,,dnoe,nw,79.78723404,1,[nonword_response],899
2,1,50,,,,,,0,briskly,0,7,4,,,,,,,albe,nw,80,1,[nonword_response],1793
2,1,50,,,,,,0,abase,0,5,4,,,,,,,clal,nw,80.20833333,1,[nonword_response],1004
2,1,50,,,,,,0,darn,0,4,6,,,,,,,agered,nw,80.41237113,1,[nonword_response],2208
2,1,50,234,4.46,4.25,11.83,49.68,1,bile,17,4,4,Noun,Noun,3,4,1,2,acid,w,80.6122449,1,[word_response],1001
2,1,50,,,,,,0,berate,0,6,8,,,,,,,ivnolved,nw,80.80808081,1,[nonword_response],1174
2,1,50,0,,4.47,0.01,1.53,3,drubs,0,5,5,Verb,Verb,,,1,1,nudge,w,81,1,[word_response],1384
2,1,50,,,,,,0,recede,0,6,5,,,,,,,scoks,nw,81.18811881,1,[nonword_response],854
2,1,50,13,3.83,3.89,1.94,59.83,2,coiled,1,6,6,Verb,Noun,4,5,1,2,spring,w,81.37254902,1,[word_response],741
2,1,50,,,,,,0,ski,0,3,8,,,,,,,aicrraft,nw,81.55339806,1,[nonword_response],1387
2,1,50,2083,3.34,4.89,2609.19,466.08,1,their,3442,5,8,Pronoun,Noun,3,7,1,2,children,w,81.73076923,1,[word_response],872
2,1,50,0,3.28,4.14,0.11,1.03,3,lifer ,0,6,4,Noun,Verb,,,2,1,hugs,w,81.9047619,1,[word_response],825
2,1,50,4525,2.18,2,4736.93,354.73,1,have,1900,4,4,Verb,Verb,3,3,1,1,done,w,82.0754717,1,[word_response],588
2,1,50,,,,,,0,bile,0,4,4,,,,,,,ptah,nw,82.24299065,1,[nonword_response],727
2,1,50,,,,,,0,way,0,3,5,,,,,,,agere,nw,82.40740741,1,[nonword_response],687
2,1,50,,,,,,0,oval,0,4,7,,,,,,,hispter,nw,82.56880734,1,[nonword_response],712
2,1,50,12,3,3.21,0.78,67.12,2,darn,1,4,5,Adjective,Noun,4,3,1,1,sight,w,82.72727273,1,[word_response],1759
2,1,50,,,,,,0,want,0,4,5,,,,,,,scayl,nw,82.88288288,1,[nonword_response],1181
2,1,50,,,,,,0,tides,0,5,5,,,,,,,muave,nw,82.14285714,0,[nonword_response],3000
2,1,50,,,,,,0,large,0,5,4,,,,,,,wtis,nw,82.30088496,1,[nonword_response],701
2,1,50,,,,,,0,secret,0,6,5,,,,,,,whsoe,nw,82.45614035,1,[nonword_response],805
2,1,50,0,3,2.04,141.09,195.48,3,meet,112,4,4,Verb,Verb,,3,1,1,gone,w,82.60869565,1,[word_response],585
2,1,50,,,,,,0,chilli,0,6,4,,,,,,,acll,nw,82.75862069,1,[nonword_response],773
2,1,50,,,,,,0,give,0,4,8,,,,,,,langugae,nw,82.90598291,1,[nonword_response],2137
2,1,50,0,4.18,3.82,1.04,196.94,3,fart,0,4,6,Verb,Adverb,,4,1,1,course,w,83.05084746,1,[word_response],903
2,1,50,0,3.04,4.91,0.85,9.91,3,recede,0,6,5,Verb,Noun,,,2,1,socks,w,83.19327731,1,[word_response],742
2,1,50,0,3.25,3.2,737.78,191.09,3,year,343,4,7,Noun,Noun,,6,1,2,hundred,w,83.33333333,1,[word_response],871
2,1,50,,,,,,0,acid,0,4,5,,,,,,,adedd,nw,83.47107438,1,[nonword_response],857
2,1,50,0,3.7,4.69,15.35,0.51,3,reaches,16,7,6,Verb,Noun,,,2,2,timers,w,83.60655738,1,[word_response],761
2,1,50,,,,,,0,chow,0,4,5,,,,,,,trdae,nw,83.7398374,1,[nonword_response],750
2,1,50,10,2.19,3.89,57.65,70.36,2,secret,69,6,7,Noun,Noun,6,5,2,2,address,w,83.87096774,1,[word_response],708
2,1,50,10,4.82,2.29,1241.58,67.68,2,people,679,6,7,Noun,Verb,5,4,2,2,achieve,w,84,1,[word_response],908
2,1,50,13,3.74,4.8,1.9,115.56,2,pelvic,4,6,5,Adjective,Noun,6,4,2,1,floor,w,84.12698413,1,[word_response],699
2,1,50,,,,,,0,ozone,0,5,7,,,,,,,acheive,nw,83.46456693,0,[nonword_response],674
2,1,50,,,,,,0,hostile,0,7,4,,,,,,,rnik,nw,83.59375,1,[nonword_response],681
2,1,50,0,4.1,4,3.95,2.22,3,tides,4,5,5,Noun,Adjective,,,1,1,mauve,w,83.72093023,1,[word_response],785
2,1,50,0,2.34,2.31,962.8,81.81,3,way,263,3,5,Adverb,Verb,,4,1,2,agree,w,83.84615385,1,[word_response],661
2,1,50,14,3.68,4.8,2.15,189.92,2,canned,3,6,4,Adjective,Noun,4,3,1,1,food,w,83.96946565,1,[word_response],591
2,1,50,,,,,,0,people,0,6,6,,,,,,,numebr,nw,84.09090909,1,[nonword_response],1481
2,1,50,10,2.62,2.86,16.48,220.99,2,hostile,19,7,6,Adjective,Noun,6,5,2,2,action,w,84.21052632,1,[word_response],946
2,1,50,,,,,,0,glide,0,5,5,,,,,,,dorop,nw,84.32835821,1,[nonword_response],785
2,1,50,,,,,,0,eighth,0,6,6,,,,,,,atcion,nw,84.44444444,1,[nonword_response],2084
2,1,50,,,,,,0,drubs,0,5,5,,,,,,,nugde,nw,84.55882353,1,[nonword_response],901
2,1,50,,,,,,0,snuffles,0,8,5,,,,,,,moedl,nw,84.67153285,1,[nonword_response],947
2,1,50,,,,,,0,canned,0,6,4,,,,,,,aggs,nw,84.05797101,0,[nonword_response],3001
2,1,50,10,3.37,4.4,337.71,50.78,2,large,468,5,5,Adjective,Noun,4,5,1,2,adult,w,84.17266187,1,[word_response],730
2,1,50,,,,,,0,pelvic,0,6,6,,,,,,,strete,nw,84.28571429,1,[nonword_response],977
2,1,50,,,,,,0,year,0,4,7,,,,,,,hunderd,nw,84.39716312,1,[nonword_response],2621
2,1,50,,,,,,0,barbed,0,6,5,,,,,,,folor,nw,84.50704225,1,[nonword_response],1703
2,1,50,461,1.64,2.52,807.95,171.14,1,good,850,4,8,Adjective,Noun,3,7,1,2,practice,w,84.61538462,1,[word_response],935
2,1,50,0,2.5,2.03,0.18,199.64,3,berate,0,6,8,Verb,Verb,,7,2,2,involved,w,84.72222222,1,[word_response],994
2,1,50,17,3.27,4.64,1.46,165.65,2,larval,3,6,5,Adjective,Noun,6,4,2,1,stage,w,84.82758621,1,[word_response],590
2,1,50,198,2.5,3.17,44.9,352.11,1,funny,62,5,5,Adjective,Noun,4,3,2,1,thing,w,84.93150685,1,[word_response],603
2,1,50,,,,,,0,fifty,0,5,6,,,,,,,afarid,nw,85.03401361,1,[nonword_response],887
2,1,50,14,4.47,3.93,0.67,137.01,2,chow,1,4,4,Noun,Noun,2,4,1,1,test,w,85.13513514,1,[word_response],647
2,1,50,0,4.04,2.5,6.46,190.6,3,oval,9,4,7,Adjective,Noun,,3,2,1,hipster,w,85.23489933,1,[word_response],1425
2,1,50,437,4.25,4.97,49.68,65.17,1,acid,70,4,4,Noun,Noun,4,3,2,1,rain,w,85.33333333,1,[word_response],557
2,1,50,,,,,,0,larval,0,6,4,,,,,,,ofod,nw,85.43046358,1,[nonword_response],715
2,1,50,,,,,,0,lifer ,0,6,4,,,,,,,hgus,nw,85.52631579,1,[nonword_response],1137
2,1,50,305,3.81,4.75,22.47,196.14,1,fleet,25,5,6,Noun,Noun,4,5,1,1,street,w,85.62091503,1,[word_response],761
2,1,50,,,,,,0,quickly,0,7,5,,,,,,,allwo,nw,85.71428571,1,[nonword_response],796
2,1,50,428,4.33,3.38,34.45,176.07,1,rugby,39,5,5,Noun,Noun,5,6,2,2,union,w,85.80645161,1,[word_response],928
2,1,50,,,,,,0,rugby,0,5,5,,,,,,,stgae,nw,85.8974359,1,[nonword_response],797
2,1,50,10,2.36,2.74,123.84,153.75,2,quickly,129,7,5,Adverb,Verb,6,4,2,2,added,w,85.98726115,1,[word_response],721
2,1,50,452,3.5,3.52,12.85,25.43,1,ozone,14,5,5,Noun,Noun,4,3,2,2,layer,w,86.07594937,1,[word_response],759
2,1,50,,,,,,0,fart,0,4,6,,,,,,,ocurse,nw,86.16352201,1,[nonword_response],781
2,1,50,255,3.13,3.24,12.2,67.62,1,toxic,20,5,5,Adjective,Verb,6,4,2,1,waste,w,86.25,1,[word_response],706
2,1,50,311,2.5,2.07,158.58,299.1,1,recent,203,6,5,Adjective,Noun,6,4,2,1,times,w,86.33540373,1,[word_response],615
2,1,50,,,,,,0,recent,0,6,7,,,,,,,adrdess,nw,86.41975309,1,[nonword_response],755
2,1,50,11,2.83,2.57,451.17,50.4,2,give,248,4,7,Verb,Noun,3,6,1,2,advance,w,86.50306748,1,[word_response],855
2,1,50,13,3.93,4.41,2.2,62.51,2,glide,1,5,4,Verb,Noun,4,3,1,1,path,w,86.58536585,1,[word_response],679
2,1,50,,,,,,0,fleet,0,5,6,,,,,,,adivce,nw,86.66666667,1,[nonword_response],944
2,1,50,,,,,,0,good,0,4,7,,,,,,,adavnce,nw,86.14457831,0,[nonword_response],3000
2,1,50,10,1.93,2.73,575.47,104.37,2,want,139,4,6,Verb,Noun,4,5,1,2,advice,w,86.22754491,1,[word_response],1001
2,1,50,207,3.81,4.72,2.9,22.69,1,barbed,1,6,4,Adjective,Noun,5,3,1,1,wire,w,86.30952381,1,[word_response],662
2,1,50,,,,,,0,meet,0,4,4,,,,,,,ogne,nw,86.39053254,1,[nonword_response],720
2,1,50,,,,,,0,toxic,0,5,4,,,,,,,tset,nw,86.47058824,1,[nonword_response],727
2,1,50,,,,,,0,their,0,5,4,,,,,,,fodo,nw,86.5497076,1,[nonword_response],654
2,1,50,,,,,,0,gimlet,0,6,6,,,,,,,coidng,nw,86.62790698,1,[nonword_response],1813
2,1,50,187,3.62,4.7,12.78,114.41,1,eighth,21,6,4,Number,Noun,2,4,1,2,army,w,86.70520231,1,[word_response],2162
2,1,50,0,,3.03,0.14,4.94,3,gimlet,0,6,6,Noun,Verb,,,2,2,coding,w,86.7816092,1,[word_response],1055
2,1,50,,,,,,0,less,0,4,5,,,,,,,fuond,nw,86.85714286,1,[nonword_response],761
2,1,50,0,2.82,4.53,0.12,133.35,3,snuffles,0,8,5,Verb,Noun,,,2,2,model,w,86.93181818,1,[word_response],734
2,1,50,0,,4,1.93,194.84,3,chilli,5,6,4,Noun,Verb,,3,2,1,call,w,87.00564972,1,[word_response],787
2,1,50,,,,,,0,funny,0,5,5,,,,,,,adlut,nw,87.07865169,1,[nonword_response],886
2,1,50,0,4.63,4.4,8.91,62.03,3,ski,17,3,8,Verb,Noun,,7,1,2,aircraft,w,87.15083799,1,[word_response],900
2,1,50,243,3.07,2.89,36.05,129.82,1,rapid,53,5,6,Adjective,Noun,5,4,2,1,growth,w,87.22222222,1,[word_response],866
2,1,50,,,,,,0,have,0,4,5,,,,,,,sihgt,nw,87.29281768,1,[nonword_response],658
2,1,50,381,3.48,3.87,85.82,407.39,1,fifty,78,5,4,Number,Number,5,3,2,1,five,w,87.36263736,1,[word_response],523
2,1,50,10,2.77,2.7,356.72,59.67,2,less,479,4,6,Adverb,Adjective,3,5,1,2,afraid,w,87.43169399,1,[word_response],683
2,1,50,,,,,,0,coiled,0,6,5,,,,,,,shrot,nw,87.5,1,[nonword_response],737
2,1,50,,,,,,0,rapid,0,5,6,,,,,,,sprnig,nw,87.56756757,1,[nonword_response],808
